import time: self [us] | cumulative | imported package
import time:       530 |      40310 |             Sastrawi.Stemmer.Stemmer
import time:      1535 |       1535 |             Sastrawi.Stemmer.CachedStemmer
import time:       739 |        739 |               Sastrawi.Stemmer.Cache
import time:       444 |        444 |               Sastrawi.Stemmer.Cache.CacheInterface
import time:      2461 |       3644 |             Sastrawi.Stemmer.Cache.ArrayCache
import time:      1231 |      49138 |           Sastrawi.Stemmer.StemmerFactory
import time:       786 |   10415157 |         malaya.stem
import time:      1246 |   10416679 |       malaya._models._tensorflow_model
import time:       279 |        279 |               cPickle
import time:       326 |        326 |               datatable
import time:      1418 |       1418 |                 sklearn.model_selection._split
import time:       478 |        478 |                   sklearn.utils.metaestimators
import time:      1265 |       1742 |                 sklearn.model_selection._validation
import time:       125 |        125 |                       sklearn.utils.numpy
import time:       292 |        292 |                         sklearn.utils.sklearn
import time:       632 |        923 |                       sklearn.utils.sklearn.utils
import time:      1379 |       2426 |                     sklearn.utils._random
import time:       634 |       3060 |                   sklearn.utils.random
import time:      2117 |       5176 |                 sklearn.model_selection._search
import time:       914 |       9248 |               sklearn.model_selection
import time:       994 |      10846 |             xgboost.compat
import time:      1065 |       1065 |             xgboost.libpath
import time:      5392 |      17302 |           xgboost.core
import time:       461 |        461 |             xgboost.rabit
import time:       403 |        403 |             xgboost.callback
import time:       936 |       1799 |           xgboost.training
import time:       669 |        669 |           xgboost.sklearn
import time:      1059 |       1059 |           xgboost.plotting
import time:      1044 |      21872 |         xgboost
import time:       388 |        388 |               toolz.compatibility
import time:       324 |        324 |               toolz.utils
import time:       624 |       1335 |             toolz.itertoolz
import time:      1746 |       1746 |               toolz._signatures
import time:      1022 |       2767 |             toolz.functoolz
import time:      1074 |       1074 |             toolz.dicttoolz
import time:       534 |        534 |             toolz.recipes
import time:       661 |        661 |               toolz.sandbox.core
import time:       302 |        302 |               toolz.sandbox.parallel
import time:       420 |       1381 |             toolz.sandbox
import time:      7863 |      14953 |           toolz
import time:       670 |        670 |               sklearn.feature_extraction.dict_vectorizer
import time:       139 |        139 |                   sklearn.feature_extraction.sys
import time:        97 |         97 |                   sklearn.feature_extraction.array
import time:        84 |         84 |                   sklearn.feature_extraction.numpy
import time:      1171 |       1171 |                       sklearn.feature_extraction.sklearn
import time:        50 |       1221 |                     sklearn.feature_extraction.sklearn.utils
import time:        38 |       1258 |                   sklearn.feature_extraction.sklearn.utils.fixes
import time:      1194 |       2770 |                 sklearn.feature_extraction._hashing
import time:       539 |       3308 |               sklearn.feature_extraction.hashing
import time:       863 |        863 |               sklearn.feature_extraction.image
import time:       799 |        799 |                 sklearn.feature_extraction.stop_words
import time:      3130 |       3928 |               sklearn.feature_extraction.text
import time:       931 |       9699 |             sklearn.feature_extraction
import time:        92 |       9790 |           sklearn.feature_extraction.text
import time:       759 |      25502 |         malaya.texts.vectorizer
import time:       929 |      48302 |       malaya._models._sklearn_model
import time:       713 |   10468134 |     malaya._utils._tag_class
import time:       445 |   10468578 |   malaya.entity
import time:       891 |        891 |   malaya.language_detection
import time:       954 |        954 |     fuzzywuzzy
import time:       487 |        487 |         Levenshtein
import time:      1361 |       1847 |       fuzzywuzzy.StringMatcher
import time:       765 |        765 |         fuzzywuzzy.string_processing
import time:       868 |       1633 |       fuzzywuzzy.utils
import time:       969 |       4449 |     fuzzywuzzy.fuzz
import time:       368 |        368 |     malaya.num2word
import time:       275 |        275 |                     sklearn.neighbors.numpy
import time:       230 |        230 |                       sklearn.neighbors.numpy
import time:      1206 |       1435 |                     sklearn.neighbors.typedefs
import time:      2076 |       3786 |                   sklearn.neighbors.dist_metrics
import time:       130 |        130 |                   sklearn.neighbors.numpy
import time:       105 |        105 |                   sklearn.neighbors.warnings
import time:      2379 |       6398 |                 sklearn.neighbors.ball_tree
import time:       156 |        156 |                   sklearn.neighbors.numpy
import time:       108 |        108 |                   sklearn.neighbors.warnings
